"# Program:featureCounts v2.0.1; Command:""featureCounts"" ""-p"" ""-B"" ""-s"" ""2"" ""-t"" ""gene"" ""-g"" ""locus_tag"" ""-a"" ""00_genome/genomic.gff"" ""-o"" ""HCA_featureCounts_2021.txt"" ""bams/aAWT_B_noglu_24_S19_SP_sorted.bam"" ""bams/aBWT_C_noglu_24_S20_SP_sorted.bam"" ""bams/aCWT_D_noglu_24_S21_SP_sorted.bam"" ""bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam"" ""bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam"" ""bams/HCA_ref_RNA_S7_S1_sorted.bam"" ""bams/JTrmB_A_glu_48_S45_S1_sorted.bam"" ""bams/LTrmB_C_glu_48_S8_S1_sorted.bam"" ""bams/NTrmB_A_noglu_48_S9_S1_sorted.bam"" ""bams/OTrmB_B_noglu_48_S24_S1_sorted.bam"" ""bams/QTrmB_D_noglu_48_S10_S1_sorted.bam"" ""bams/RWT_A_glu_24_S41_S1_sorted.bam"" ""bams/SWT_B_glu_24_S16_SP_sorted.bam"" ""bams/TWT_C_glu_24_S17_SP_sorted.bam"" ""bams/UWT_D_glu_24_S46_S1_sorted.bam"" ""bams/VTrmB_A_glu_24_S25_S1_sorted.bam"" ""bams/WTrmB_B_glu_24_S11_S1_sorted.bam"" ""bams/XTrmB_C_glu_24_S26_S1_sorted.bam"" ""bams/YTrmB_D_glu_24_S18_SP_sorted.bam"" ""bams/ZWT_A_noglu_24_S47_S1_sorted.bam"" "																									
Geneid	Chr	Start	End	Strand	Length	bams/aAWT_B_noglu_24_S19_SP_sorted.bam	bams/aBWT_C_noglu_24_S20_SP_sorted.bam	bams/aCWT_D_noglu_24_S21_SP_sorted.bam	bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam	bams/HCA_ref_RNA_S7_S1_sorted.bam	bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam	bams/JTrmB_A_glu_48_S45_S1_sorted.bam	bams/LTrmB_C_glu_48_S8_S1_sorted.bam	bams/NTrmB_A_noglu_48_S9_S1_sorted.bam	bams/OTrmB_B_noglu_48_S24_S1_sorted.bam	bams/QTrmB_D_noglu_48_S10_S1_sorted.bam	bams/RWT_A_glu_24_S41_S1_sorted.bam	bams/SWT_B_glu_24_S16_SP_sorted.bam	bams/TWT_C_glu_24_S17_SP_sorted.bam	bams/UWT_D_glu_24_S46_S1_sorted.bam	bams/VTrmB_A_glu_24_S25_S1_sorted.bam	bams/WTrmB_B_glu_24_S11_S1_sorted.bam	bams/XTrmB_C_glu_24_S26_S1_sorted.bam	bams/YTrmB_D_glu_24_S18_SP_sorted.bam	bams/ZWT_A_noglu_24_S47_S1_sorted.bam
HAH_RS17965	NC_015944.1	140835	143240	+	2406	20814	36997	27279	36675	10513	41847	22046	5148	49271	25994	21726	14427	12687	12931	11409	16300	19133	15375	22294	32695
HAH_RS17970	NC_015944.1	143503	144531	-	1029	156	242	270	949	510	290	310	362	154	590	132	253	270	307	385	269	318	276	398	279
HAH_RS17975	NC_015944.1	144964	145995	-	1032	1063	1934	2071	4055	1960	4169	5665	5177	1835	2578	1112	1633	2791	1931	1526	2102	2330	2390	2703	1781
HAH_RS17980	NC_015944.1	146065	147216	-	1152	555	1186	1021	740	868	704	999	814	266	417	162	797	1010	916	832	976	872	936	1213	930
HAH_RS17985	NC_015944.1	147337	148110	+	774	341	649	755	1385	649	1509	245	206	777	1058	478	177	242	294	252	226	272	229	281	596
HAH_RS17990	NC_015944.1	148115	149590	-	1476	56	87	150	309	214	271	97	105	76	171	49	55	87	91	100	57	51	45	87	106
HAH_RS17995	NC_015944.1	149623	150276	-	654	30	52	93	135	96	157	97	78	49	88	37	23	44	40	56	25	40	55	38	67
HAH_RS18000	NC_015944.1	150331	151491	-	1161	589	1067	877	1144	1276	1195	1144	1049	609	715	340	687	972	860	657	854	961	893	1234	887
HAH_RS18005	NC_015944.1	151583	152461	-	879	165	314	287	504	478	493	241	235	217	267	126	158	233	180	175	175	188	179	247	283
HAH_RS18010	NC_015944.1	152461	153393	-	933	233	408	475	679	726	749	431	382	361	349	210	256	338	314	235	223	325	265	376	389
HAH_RS18015	NC_015944.1	153430	154863	-	1434	199	373	513	726	938	774	84	82	502	537	313	46	71	112	114	45	82	63	85	351
HAH_RS18020	NC_015944.1	155210	156244	+	1035	166	319	478	944	674	986	1462	1311	397	615	229	337	473	404	445	355	434	461	479	277
HAH_RS18025	NC_015944.1	156543	157310	+	768	204	327	280	542	387	604	572	496	265	407	126	279	377	311	317	355	383	319	472	322
HAH_RS18030	NC_015944.1	157919	158923	-	1005	816	1798	1310	1798	701	1369	1968	1396	1554	1770	621	1330	1279	1064	725	1578	1456	1336	1949	1545
HAH_RS18035	NC_015944.1	159304	159825	+	522	191	421	342	488	311	546	35	43	289	341	187	95	71	95	70	90	112	84	121	360
HAH_RS18040	NC_015944.1	159828	162008	+	2181	1276	2821	2653	3698	2078	4011	183	207	2219	2230	1201	539	503	607	447	519	636	457	713	2624
HAH_RS18045	NC_015944.1	162233	163531	-	1299	800	1716	1635	4929	1061	5613	2809	2311	2130	2750	1151	1590	1847	1265	1148	1642	1783	1645	2212	1493
HAH_RS18050	NC_015944.1	163613	164947	-	1335	324	606	648	2003	421	1770	1062	928	611	1018	375	654	937	661	621	778	767	768	919	591
HAH_RS18055	NC_015944.1	164998	166068	-	1071	1344	2600	2758	1447	1515	1448	3344	3115	989	928	491	1961	2910	2061	1479	2176	2503	2505	3064	2295
HAH_RS18060	NC_015944.1	166489	167625	+	1137	713	1759	816	989	329	563	2724	2226	606	559	210	2901	3381	3180	1609	3372	4568	3790	5026	1073
HAH_RS18065	NC_015944.1	167659	168939	-	1281	1266	3014	1287	726	294	211	4712	2574	454	386	163	5710	5790	4350	1375	7205	9020	6516	10554	1878
HAH_RS18070	NC_015944.1	169022	170539	-	1518	598	1343	690	910	226	286	3064	2307	545	454	188	2377	2709	2353	1131	2584	3474	2913	4150	898
HAH_RS18075	NC_015944.1	170765	171904	-	1140	1622	3768	1619	3743	454	1721	6148	5028	2213	1995	736	4771	5862	4840	2249	4837	8130	6515	8999	2087
HAH_RS19665	NC_015944.1	172135	172524	-	390	474	1051	513	752	240	362	1841	1179	343	545	144	1345	1639	1642	849	2003	1956	1559	2386	788
HAH_RS18085	NC_015944.1	172981	173904	+	924	1493	3544	1459	2696	387	1074	3897	3276	1059	1077	392	3779	4689	4235	2009	3944	7269	5222	7793	2098
HAH_RS18090	NC_015944.1	174018	175838	+	1821	747	1803	622	1470	240	550	2601	1874	499	561	184	2530	3057	2476	991	2959	4361	3028	5210	1073
HAH_RS18095	NC_015944.1	175983	177341	+	1359	1464	3452	1886	1713	575	570	5561	4510	1097	893	420	7645	8777	7350	3148	8146	11433	9263	13811	2120
HAH_RS18100	NC_015944.1	177426	178412	-	987	2059	4953	2159	2382	428	841	6454	5603	1344	1283	445	6333	7432	6840	3004	7083	10533	8475	12178	3103
HAH_RS18105	NC_015944.1	178609	180009	-	1401	543	1172	1490	4294	1386	4893	3751	3062	2849	2908	1175	1161	1405	1170	1282	1137	1360	1375	1800	1229
HAH_RS18110	NC_015944.1	180396	181313	-	918	878	1788	1100	1398	637	619	4400	3652	886	1254	385	2610	2801	2779	1689	3211	3912	3211	4621	1432
HAH_RS19400	NC_015944.1	181422	182807	-	1386	1375	3026	1680	4769	930	3112	5619	6306	4127	3652	1341	3110	3994	2857	1915	3451	4486	4886	5742	2171
HAH_RS18125	NC_015944.1	183238	184209	+	972	1781	4090	2163	3782	349	1858	11210	9855	3138	2557	1102	6037	7920	5780	2970	6747	9919	8916	11942	2298
HAH_RS18130	NC_015944.1	184339	185487	+	1149	2112	5861	2811	5924	538	2531	10564	10633	5386	3695	1735	8523	9733	7668	3275	9733	13347	12219	15867	3492
HAH_RS18135	NC_015944.1	185518	186717	+	1200	956	2478	962	1193	234	545	3214	3048	686	703	249	2714	3618	3220	1592	3253	5013	3720	5059	1424
HAH_RS18140	NC_015944.1	186796	188718	-	1923	2490	5660	2294	3013	463	1231	9438	8038	2107	1382	733	9000	10983	7957	3487	9070	14987	11928	17182	3056
HAH_RS18145	NC_015944.1	188711	190027	-	1317	3514	8208	3436	4357	643	1645	16017	13112	3045	1938	1056	12333	15957	11370	4885	14323	20663	17493	24263	4242
HAH_RS18150	NC_015944.1	190355	191116	+	762	487	1078	708	548	149	173	2159	1915	447	410	154	2342	2979	2676	1406	2659	3742	3180	4349	702
HAH_RS18155	NC_015944.1	191170	191604	-	435	13	35	52	28	68	39	102	89	15	28	9	83	80	92	4407	122	130	142	136	49
HAH_RS18160	NC_015944.1	191601	193286	-	1686	88	232	285	163	356	179	495	441	104	133	54	527	533	449	18510	764	602	621	759	224
HAH_RS18165	NC_015944.1	193279	193566	-	288	4	15	21	17	36	24	44	51	5	11	6	83	49	45	2432	99	72	82	93	16
HAH_RS18170	NC_015944.1	193563	194039	-	477	25	40	80	52	136	41	158	140	23	35	15	166	128	133	5474	180	184	171	223	56
HAH_RS18175	NC_015944.1	194054	195193	-	1140	36	50	88	59	231	70	269	270	23	38	13	415	371	320	14968	502	561	473	617	65
HAH_RS18180	NC_015944.1	195438	197396	+	1959	617	1242	1297	3741	2100	2764	2830	2957	1624	2448	778	910	825	790	2124	856	898	879	1169	1553
HAH_RS18185	NC_015944.1	197437	198033	-	597	522	1203	1230	716	1231	567	1420	1427	723	981	321	688	789	834	1321	757	791	811	889	1244
HAH_RS18190	NC_015944.1	198343	199035	+	693	160	290	310	507	419	312	200	188	202	325	105	251	217	386	470	246	285	236	319	349
HAH_RS18195	NC_015944.1	199032	200342	+	1311	368	731	862	1070	1121	848	317	311	510	716	256	551	517	763	1037	448	593	545	661	816
HAH_RS18200	NC_015944.1	201255	203789	+	2535	8	14	34	83	24	51	46	69	25	45	14	16	21	10	37	21	26	26	33	30
HAH_RS18205	NC_015944.1	203833	204606	+	774	5	4	6	16	4	12	4	4	4	12	2	4	1	1	2	5	4	2	2	4
HAH_RS18210	NC_015944.1	204609	205577	+	969	4	3	7	26	9	19	2	4	4	15	5	7	4	1	12	3	3	3	3	7
HAH_RS18215	NC_015944.1	205630	206010	-	381	8	24	30	78	10	69	67	37	30	49	19	17	19	15	25	35	23	22	31	19
HAH_RS18220	NC_015944.1	206161	206754	+	594	105	241	207	99	130	112	244	179	47	62	21	213	222	205	166	360	185	221	293	211
HAH_RS18225	NC_015944.1	206840	208585	-	1746	64	160	142	274	102	312	176	179	139	151	69	137	142	116	108	148	138	146	185	135
HAH_RS18230	NC_015944.1	208912	211311	+	2400	107	179	225	843	134	842	184	123	269	532	218	133	112	89	124	134	114	98	172	200
HAH_RS18235	NC_015944.1	211337	211570	+	234	58	103	98	245	45	163	178	203	74	155	34	91	104	90	89	114	93	94	138	105
HAH_RS18240	NC_015944.1	211686	212117	-	432	12	32	21	98	11	120	49	52	38	86	13	16	26	15	15	23	21	11	26	30
HAH_RS18245	NC_015944.1	212224	212832	+	609	70	135	157	385	102	356	156	143	138	290	76	70	114	63	74	126	76	67	113	127
HAH_RS18250	NC_015944.1	212909	214669	-	1761	32	41	43	62	20	66	79	73	26	40	16	28	46	38	26	30	24	45	40	28
HAH_RS19760	NC_015944.1	215084	215245	+	162	26	58	45	89	50	72	63	56	28	44	19	38	50	33	36	49	38	24	55	52
HAH_RS18255	NC_015944.1	215252	215695	-	444	153	354	240	380	222	379	640	429	168	263	101	293	264	188	107	350	288	307	458	303
HAH_RS18260	NC_015944.1	215787	217049	-	1263	313	599	506	922	502	855	766	699	517	636	275	635	744	677	558	586	715	704	907	551
HAH_RS18265	NC_015944.1	217106	219658	-	2553	140	260	247	1380	297	1689	307	289	615	583	298	135	176	148	102	145	161	163	222	185
HAH_RS18270	NC_015944.1	219875	222445	-	2571	100	201	195	457	122	470	459	256	220	178	105	241	248	189	153	218	253	220	312	172
HAH_RS18275	NC_015944.1	222813	223769	+	957	54	93	102	486	89	361	78	75	174	338	101	85	79	83	115	99	95	78	107	128
HAH_RS18280	NC_015944.1	223908	225098	+	1191	8	12	11	31	2	12	12	5	2	20	3	5	3	7	5	7	8	2	6	16
HAH_RS18285	NC_015944.1	225177	226037	+	861	101	148	124	316	84	286	244	187	123	235	88	152	122	90	92	124	148	132	168	151
HAH_RS18290	NC_015944.1	226332	227708	-	1377	583	1416	1370	1256	721	1216	162	123	619	654	342	213	160	259	217	196	238	146	274	1333
HAH_RS18295	NC_015944.1	227946	228443	-	498	21	50	52	122	54	114	64	50	34	66	23	42	44	21	38	37	30	27	45	51
HAH_RS20225	NC_015944.1	228778	229053	+	276	245	538	417	960	767	913	570	741	271	573	145	406	518	702	667	594	512	508	672	522
HAH_RS18305	NC_015944.1	229225	229878	-	654	2131	4340	4040	3534	3274	3715	3519	2725	2190	2823	1144	3941	4036	4031	3432	3836	4482	3796	5997	3982
HAH_RS20075	NC_015944.1	230287	230454	+	168	830	1485	1002	1561	624	1413	3514	1662	993	1484	318	1005	943	710	600	1368	1089	1065	1629	1718
HAH_RS20230	NC_015944.1	230588	230788	-	201	8	12	5	9	5	1	42	28	5	9	1	20	16	8	6	11	13	14	14	10
HAH_RS18310	NC_015944.1	230828	231688	-	861	167	327	232	92	109	73	478	225	74	98	31	216	223	113	63	324	210	184	294	264
HAH_RS18315	NC_015944.1	231792	233030	-	1239	684	1469	1473	765	1111	733	634	501	989	718	339	721	714	713	675	735	798	628	939	1389
HAH_RS19405	NC_015944.1	233622	233858	-	237	4	7	2	6	6	2	16	9	3	6	0	5	9	9	6	11	4	9	14	6
HAH_RS18325	NC_015944.1	234037	234819	-	783	71	153	142	156	252	192	191	201	108	147	65	178	138	149	191	173	190	149	232	155
HAH_RS18330	NC_015944.1	235351	236448	+	1098	487	874	865	1912	438	1707	258	178	778	989	468	188	230	238	166	205	263	239	311	828
HAH_RS18335	NC_015944.1	236450	237250	+	801	95	209	218	474	110	476	57	47	193	227	127	64	67	68	60	44	71	53	90	188
HAH_RS18340	NC_015944.1	237306	238664	+	1359	548	1087	1278	3035	561	3119	72	91	1456	1774	909	97	103	159	155	90	133	116	176	999
HAH_RS18345	NC_015944.1	238674	239612	+	939	202	459	501	1176	228	1279	24	29	564	580	353	37	50	59	71	43	51	57	60	421
HAH_RS18350	NC_015944.1	239609	240454	+	846	115	296	343	805	193	841	16	23	363	358	237	24	27	68	35	17	46	30	49	305
HAH_RS18355	NC_015944.1	240495	241646	+	1152	423	725	723	3631	309	4049	963	1057	1279	1468	760	526	734	519	403	534	700	722	829	601
HAH_RS18360	NC_015944.1	241691	242860	+	1170	1023	1843	2233	8622	1117	9693	3674	3763	3983	4704	2044	1487	2121	1445	1216	1530	1850	1905	2279	2049
HAH_RS18365	NC_015944.1	242910	243752	+	843	974	1820	1813	5184	1145	6292	3220	3092	2392	2742	1277	1368	2067	1343	981	1416	1810	1876	2126	1798
HAH_RS18370	NC_015944.1	243763	244137	+	375	193	363	292	1088	209	1225	639	570	453	523	239	309	373	305	205	307	286	363	422	404
HAH_RS18375	NC_015944.1	244139	244777	+	639	338	556	664	2173	417	2456	1062	1056	862	1257	458	457	656	435	364	417	587	554	710	689
HAH_RS18380	NC_015944.1	245101	246033	+	933	462	1007	1563	3057	4203	2681	513	862	2440	2361	1151	636	770	1197	1776	633	786	824	941	1627
HAH_RS18385	NC_015944.1	246394	247698	+	1305	225	346	379	2090	2159	925	414	451	306	1394	243	381	334	349	378	499	404	345	625	637
HAH_RS18390	NC_015944.1	247901	248764	-	864	195	455	414	487	318	462	636	541	295	383	167	311	429	357	322	357	438	329	537	418
HAH_RS18395	NC_015944.1	248916	249116	+	201	11	17	24	34	18	18	158	123	14	22	7	34	38	32	26	46	35	27	36	36
HAH_RS18400	NC_015944.1	249159	250052	-	894	8	9	17	16	23	6	14	22	5	7	1	10	9	8	14	7	7	9	11	10
HAH_RS18405	NC_015944.1	250370	251881	+	1512	39	64	73	264	78	117	153	146	56	181	35	67	68	56	67	66	61	51	96	114
HAH_RS18410	NC_015944.1	251878	252450	+	573	31	42	39	153	25	58	42	27	16	115	18	37	22	21	33	30	19	25	43	62
HAH_RS18415	NC_015944.1	252469	254325	-	1857	393	1120	838	433	268	181	655	519	181	247	88	484	457	330	245	501	542	367	685	824
HAH_RS18420	NC_015944.1	254428	255678	-	1251	106	189	149	170	118	154	204	124	76	147	60	91	93	48	44	99	97	97	137	152
HAH_RS18425	NC_015944.1	255851	256261	+	411	74	194	149	480	155	321	247	144	117	417	74	109	129	108	84	188	107	101	180	233
HAH_RS18430	NC_015944.1	256352	256732	+	381	63	171	178	227	215	156	159	161	109	168	68	132	148	157	175	177	189	151	219	187
HAH_RS18435	NC_015944.1	256754	257023	-	270	47	101	97	53	166	42	112	119	50	58	14	90	101	94	86	112	91	95	110	97
HAH_RS18440	NC_015944.1	257202	258725	+	1524	773	1565	1067	1658	651	1445	720	532	672	1187	418	715	783	574	427	732	741	668	961	1243
HAH_RS18445	NC_015944.1	258722	262033	+	3312	1318	2614	1959	3102	1673	2384	1052	748	1229	2060	731	1215	1119	934	848	1081	1282	1027	1562	2307
HAH_RS18450	NC_015944.1	262274	263005	-	732	452	972	927	431	488	344	683	625	324	414	186	699	855	794	716	915	802	828	1067	803
HAH_RS18455	NC_015944.1	263210	264061	-	852	92	225	158	48	349	34	228	181	42	30	5	154	169	134	164	164	140	165	202	225
HAH_RS18460	NC_015944.1	264623	265924	+	1302	864	1872	1994	1019	2344	733	1155	1566	689	766	331	1715	1858	3365	4850	1345	1824	1918	2024	1810
HAH_RS18465	NC_015944.1	265988	266605	+	618	169	344	342	192	529	102	463	600	119	240	62	395	426	696	877	347	384	434	447	444
HAH_RS18470	NC_015944.1	266793	268487	-	1695	1416	2732	2906	2503	3100	1965	2944	2712	1673	2009	860	2388	2803	3408	2992	2157	2495	2505	3178	2810
HAH_RS18475	NC_015944.1	268836	269114	+	279	1346	2876	2792	1735	1766	1071	3713	2815	1414	2364	638	1993	2105	1958	1863	2662	2287	2187	3124	2866
HAH_RS18480	NC_015944.1	269472	269651	+	180	19	34	37	20	55	8	102	128	7	19	6	40	36	44	32	31	43	39	64	28
HAH_RS18485	NC_015944.1	269710	270204	-	495	66	186	17	10	29	13	228	164	24	19	2	159	191	173	147	200	177	202	249	22
HAH_RS18490	NC_015944.1	270333	270800	+	468	6	34	27	17	17	16	54	46	8	14	5	34	34	33	32	35	28	33	42	22
HAH_RS18495	NC_015944.1	271064	272128	+	1065	74	175	170	99	233	75	132	140	82	104	35	111	150	157	170	130	96	88	163	140
HAH_RS18500	NC_015944.1	272205	272915	+	711	100	200	261	106	286	96	158	169	157	137	52	134	156	182	254	149	168	139	176	209
HAH_RS19410	NC_015944.1	273129	273383	+	255	27	85	20	5	19	5	180	93	11	14	2	161	160	155	103	157	128	130	189	10
HAH_RS18505	NC_015944.1	273457	274047	-	591	167	325	439	399	651	209	612	610	271	482	156	447	482	491	575	373	437	418	524	375
HAH_RS18510	NC_015944.1	274226	274825	+	600	34	65	97	212	943	41	335	355	47	144	27	328	265	304	418	157	203	210	239	109
HAH_RS18515	NC_015944.1	274825	276294	+	1470	93	159	250	519	1855	71	499	557	77	271	56	571	618	627	768	433	431	394	518	281
HAH_RS18520	NC_015944.1	276368	277036	+	669	156	329	305	167	395	117	319	232	83	194	41	211	258	246	277	322	253	217	411	292
HAH_RS18525	NC_015944.1	277048	277719	-	672	146	327	376	170	403	92	291	453	129	194	41	363	351	662	1105	322	318	411	491	377
HAH_RS18530	NC_015944.1	277860	280373	-	2514	664	912	1180	8556	593	10258	390	534	6054	6701	2681	478	461	385	554	349	447	473	643	1750
HAH_RS18535	NC_015944.1	280378	281088	-	711	342	512	633	6153	285	7132	221	331	3919	5047	1976	294	306	243	370	202	248	292	413	946
HAH_RS18540	NC_015944.1	281757	282002	-	246	328	740	623	276	324	160	983	657	167	209	76	539	571	418	295	662	653	542	936	579
HAH_RS18545	NC_015944.1	282109	282954	-	846	388	840	839	1050	1545	944	396	576	939	1305	514	300	511	446	393	423	452	431	552	858
HAH_RS18550	NC_015944.1	283089	283691	+	603	234	522	532	325	320	351	348	316	245	286	141	323	372	342	301	355	338	332	449	511
HAH_RS18555	NC_015944.1	283795	284196	-	402	500	1056	999	693	1113	669	1139	1031	535	721	281	856	1029	1022	926	904	1053	1065	1298	1113
HAH_RS18560	NC_015944.1	284200	284466	-	267	240	585	574	469	479	449	613	475	299	485	148	441	458	564	568	512	430	431	602	704
HAH_RS18565	NC_015944.1	284694	286400	-	1707	257	577	603	621	575	461	327	309	431	552	219	292	355	409	398	357	329	334	437	561
HAH_RS18570	NC_015944.1	286716	287087	+	372	208	477	601	221	534	174	486	443	115	215	76	367	450	444	508	569	448	430	536	452
HAH_RS18575	NC_015944.1	287205	288128	-	924	431	873	895	1443	534	726	1067	1131	389	1035	241	714	980	821	723	911	771	764	1047	776
HAH_RS18580	NC_015944.1	288178	288924	-	747	792	1450	1557	2970	970	1649	2109	2174	833	2286	614	1326	1723	1553	1576	1518	1477	1479	1962	1387
HAH_RS18585	NC_015944.1	289011	290009	-	999	3198	6486	6341	9664	6684	7284	5820	7236	6060	7708	3026	4650	6467	6751	7035	4894	5307	5523	6814	5722
HAH_RS18590	NC_015944.1	290156	290947	-	792	2316	4497	4341	7809	4525	5067	4974	5128	6352	7908	3097	4442	5055	5365	5398	5230	5028	5067	6151	4939
HAH_RS18595	NC_015944.1	291104	291724	-	621	80	179	149	150	130	132	99	108	45	101	49	130	138	140	131	149	134	152	137	194
HAH_RS20235	NC_015944.1	291909	292139	+	231	17	44	38	20	25	10	120	78	4	16	3	68	74	86	71	84	66	87	102	61
HAH_RS20240	NC_015944.1	292238	292492	+	255	4	19	19	29	23	8	68	66	9	18	4	19	37	31	32	50	48	47	26	26
HAH_RS18605	NC_015944.1	292623	293447	+	825	1511	2742	3253	6834	2697	5721	2331	2983	2507	4931	1522	1943	2649	2420	2562	2512	2569	2545	3178	3050
HAH_RS18610	NC_015944.1	293647	294651	+	1005	819	1348	1461	3957	1199	1264	1628	1639	668	3369	612	1475	1659	1597	1492	1899	1662	1533	2305	1867
HAH_RS18615	NC_015944.1	294776	296110	+	1335	1759	3699	3467	5092	3148	3454	2126	2159	4571	4338	1834	2131	2513	2596	2744	2386	2637	2634	3157	3683
HAH_RS18620	NC_015944.1	296326	296895	+	570	789	1860	1710	1896	1332	1772	603	567	1411	1772	603	745	859	858	846	816	918	821	1116	1524
HAH_RS18625	NC_015944.1	296904	298658	+	1755	1587	3571	2903	3812	2281	3952	958	931	3212	2837	1317	1233	1646	1638	1343	1477	1652	1376	2084	2857
HAH_RS18630	NC_015944.1	298655	299092	+	438	375	830	693	886	747	924	244	247	728	622	313	316	415	434	375	409	449	380	544	716
HAH_RS18635	NC_015944.1	299128	302172	-	3045	324	636	1046	1875	3914	1335	221	235	1142	925	606	209	313	363	410	327	391	237	373	761
HAH_RS18640	NC_015944.1	302200	303978	-	1779	564	1411	2121	4632	6050	3202	199	132	3000	3290	1759	248	246	396	440	444	556	241	447	1440
HAH_RS18645	NC_015944.1	304656	305396	+	741	1773	3580	3506	2352	2881	2044	4006	3221	2296	2964	1041	4882	5021	4938	4027	5234	4895	4749	6143	3322
HAH_RS18650	NC_015944.1	305487	306056	-	570	81	127	150	166	108	94	385	458	34	169	31	141	172	180	162	143	181	162	226	126
HAH_RS18655	NC_015944.1	306276	306854	-	579	1494	2944	2774	928	1189	522	4976	4129	759	1101	348	2523	2790	1983	1450	3396	3093	2691	3786	3246
HAH_RS18660	NC_015944.1	306968	308008	+	1041	3766	7669	7531	6727	6326	6255	5065	5590	5298	7421	2858	4654	6420	6380	6029	6255	5669	5676	7139	7127
HAH_RS18665	NC_015944.1	308487	309698	-	1212	19702	48353	1478	502	2778	723	32857	33254	9334	857	313	30348	35015	39258	35856	35024	34883	33412	42706	1002
HAH_RS18670	NC_015944.1	309874	310806	-	933	30002	71599	4702	2001	7233	2508	34105	34142	26658	3345	1578	46667	46153	48841	45110	52665	53162	45961	62866	3607
HAH_RS18675	NC_015944.1	310806	311921	-	1116	27004	66816	4056	1752	6017	2293	29615	30766	23819	3240	1397	38504	47457	45179	34788	41634	44125	38960	57325	3071
HAH_RS18680	NC_015944.1	311921	312901	-	981	34105	81157	4409	2323	7455	2901	42451	47464	33492	4049	1823	49277	53159	54326	47624	60255	56735	53095	69170	3679
HAH_RS18685	NC_015944.1	313169	314629	-	1461	640	1318	1322	1779	685	1431	1461	1879	905	1211	534	905	1284	1210	1241	974	1110	1211	1314	1381
HAH_RS18690	NC_015944.1	314763	315752	-	990	1135	2514	3193	5603	962	6766	3036	5565	2209	3348	1329	2040	3420	4029	4844	2042	3010	3482	3327	2794
HAH_RS18695	NC_015944.1	316029	316298	-	270	368	919	735	459	562	318	928	560	292	508	151	542	531	476	365	801	422	477	663	788
HAH_RS18700	NC_015944.1	316424	317041	-	618	1178	2452	3066	4626	3425	3693	3065	3135	2848	4720	1744	1861	2518	2839	2943	2022	2214	2433	2744	3196
HAH_RS18705	NC_015944.1	317176	317454	-	279	703	1658	1643	1888	2110	1667	2482	2137	1596	2734	948	1633	2024	2007	1799	1842	1672	1792	2125	1802
HAH_RS18710	NC_015944.1	317609	318043	-	435	174	462	353	134	928	123	231	188	140	196	64	465	455	702	664	527	366	368	457	491
HAH_RS18715	NC_015944.1	318146	319981	+	1836	1406	3563	3468	2502	3837	1814	1656	1418	1981	2356	957	2488	2638	3278	3249	2683	2242	2319	2834	3301
HAH_RS18720	NC_015944.1	320050	320280	-	231	1	6	8	5	6	5	6	7	1	0	0	2	2	2	7	3	1	4	2	5
HAH_RS18725	NC_015944.1	320373	321143	+	771	123	297	267	489	197	411	565	514	300	485	174	225	259	237	275	278	243	231	316	292
HAH_RS18730	NC_015944.1	321358	322206	-	849	444	980	710	1671	563	1438	80	115	1066	1503	697	59	98	67	87	83	105	66	105	825
HAH_RS18735	NC_015944.1	322294	323220	-	927	137	345	403	2098	1015	2203	366	409	892	1130	523	260	277	192	132	300	283	304	387	291
HAH_RS18740	NC_015944.1	323515	324813	-	1299	72	215	247	679	287	707	111	121	230	281	127	141	124	127	141	162	138	139	212	166
HAH_RS18745	NC_015944.1	324957	326300	+	1344	7	15	17	29	26	24	18	14	8	22	4	11	14	10	14	9	9	14	18	13
HAH_RS18750	NC_015944.1	326461	327720	+	1260	133	270	355	545	573	469	250	249	172	312	116	166	232	184	206	186	193	201	254	222
HAH_RS18755	NC_015944.1	327769	328803	-	1035	151	364	543	1029	855	967	186	223	443	739	229	211	235	183	264	227	203	183	271	382
HAH_RS18760	NC_015944.1	328904	329896	-	993	663	1449	1727	6715	3020	6395	228	333	11686	7989	4103	456	626	829	1074	537	598	506	724	1726
HAH_RS18765	NC_015944.1	329896	330996	-	1101	1080	2401	2624	12569	4098	12594	386	521	23439	14535	8084	654	757	1063	1452	746	808	714	1021	2566
HAH_RS18770	NC_015944.1	330996	332660	-	1665	1824	3658	4078	23224	7318	22919	732	1024	43402	25603	14916	1106	1319	1800	2547	1246	1488	1322	1591	4257
HAH_RS18775	NC_015944.1	332968	334119	+	1152	49	122	210	267	172	232	105	114	105	143	64	90	108	168	240	126	101	112	86	150
HAH_RS18780	NC_015944.1	334315	335442	+	1128	2957	7616	14409	6937	11249	7328	1602	2736	26148	15964	7463	3914	4573	10550	19602	4510	4216	4893	5099	8132
HAH_RS18785	NC_015944.1	335538	337253	-	1716	424	900	1105	3551	1013	3741	292	339	1798	1719	942	252	366	300	328	389	374	361	459	731
HAH_RS18790	NC_015944.1	337403	338635	+	1233	187	382	523	725	852	693	187	178	754	620	292	217	273	293	313	258	288	284	366	362
