# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "00_genome/genomic.gff" "-o" "HCA_featureCounts_2022.txt" "03_aligned_sorted/10_WT_B_S18_sorted.bam" "03_aligned_sorted/11_WT_C_S19_sorted.bam" "03_aligned_sorted/12_WT_D_S20_sorted.bam" "03_aligned_sorted/13_TRMB_A_S21_sorted.bam" "03_aligned_sorted/14_TRMB_B_S22_sorted.bam" "03_aligned_sorted/15_TRMB_C_S23_sorted.bam" "03_aligned_sorted/16_TRMB_D_S24_sorted.bam" "03_aligned_sorted/17_WT_ref_S25_sorted.bam" "03_aligned_sorted/1_WT_A_S9_sorted.bam" "03_aligned_sorted/2_WT_B_S10_sorted.bam" "03_aligned_sorted/3_WT_C_S11_sorted.bam" "03_aligned_sorted/4_WT_D_S12_sorted.bam" "03_aligned_sorted/5_TRMB_A_S13_sorted.bam" "03_aligned_sorted/6_TRMB_B_S14_sorted.bam" "03_aligned_sorted/7_TRMB_C_S15_sorted.bam" "03_aligned_sorted/8_TRMB_D_S16_sorted.bam" "03_aligned_sorted/9_WT_A_S17_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	03_aligned_sorted/10_WT_B_S18_sorted.bam	03_aligned_sorted/11_WT_C_S19_sorted.bam	03_aligned_sorted/12_WT_D_S20_sorted.bam	03_aligned_sorted/13_TRMB_A_S21_sorted.bam	03_aligned_sorted/14_TRMB_B_S22_sorted.bam	03_aligned_sorted/15_TRMB_C_S23_sorted.bam	03_aligned_sorted/16_TRMB_D_S24_sorted.bam	03_aligned_sorted/17_WT_ref_S25_sorted.bam	03_aligned_sorted/1_WT_A_S9_sorted.bam	03_aligned_sorted/2_WT_B_S10_sorted.bam	03_aligned_sorted/3_WT_C_S11_sorted.bam	03_aligned_sorted/4_WT_D_S12_sorted.bam	03_aligned_sorted/5_TRMB_A_S13_sorted.bam	03_aligned_sorted/6_TRMB_B_S14_sorted.bam	03_aligned_sorted/7_TRMB_C_S15_sorted.bam	03_aligned_sorted/8_TRMB_D_S16_sorted.bam	03_aligned_sorted/9_WT_A_S17_sorted.bam
HAH_RS16020	NC_015943.1	181927	182220	+	294	1097	1676	825	875	869	660	935	411	1835	1407	1466	694	1071	847	1628	1256	1469
HAH_RS16025	NC_015943.1	182224	183108	-	885	49	51	34	17	16	16	31	57	69	46	48	42	50	49	30	54	43
HAH_RS16030	NC_015943.1	183475	183795	+	321	190	201	157	91	88	73	74	239	382	270	205	215	238	231	258	230	251
HAH_RS16035	NC_015943.1	184188	186350	+	2163	1192	1474	965	682	745	659	693	1749	1511	1081	810	787	1001	1456	1308	1380	1410
HAH_RS16040	NC_015943.1	186651	188474	-	1824	455	598	408	278	284	245	312	505	732	619	467	467	582	498	655	644	609
HAH_RS16045	NC_015943.1	188791	189054	-	264	32	21	59	44	42	27	26	44	35	51	41	49	32	32	41	51	42
HAH_RS16050	NC_015943.1	189051	189380	-	330	59	36	58	56	55	28	56	52	85	94	64	30	64	47	79	60	50
HAH_RS19615	NC_015943.1	189540	189833	-	294	458	498	315	219	241	176	239	537	650	428	299	316	413	366	433	397	560
HAH_RS16055	NC_015943.1	190008	190286	+	279	3	13	7	8	5	11	10	16	8	19	12	6	8	19	15	9	8
HAH_RS16060	NC_015943.1	190621	191487	+	867	23	43	31	12	15	11	10	49	37	30	24	19	34	47	53	37	24
HAH_RS16065	NC_015943.1	191812	192057	-	246	44	59	22	14	19	13	24	53	67	60	60	64	42	49	78	55	45
HAH_RS16070	NC_015943.1	192143	192403	+	261	79	69	71	100	89	54	82	76	97	97	54	66	74	67	85	95	98
HAH_RS16075	NC_015943.1	192668	192883	-	216	36	55	24	17	19	14	14	44	59	60	57	39	39	40	59	44	29
HAH_RS16080	NC_015943.1	193096	193416	+	321	162	94	129	77	78	65	81	91	173	147	84	112	129	106	143	165	157
HAH_RS16085	NC_015943.1	193516	194535	-	1020	1147	1504	815	712	690	746	743	1297	1720	1350	1123	908	1283	1173	1229	1174	1344
HAH_RS16090	NC_015943.1	194815	195603	+	789	332	199	199	121	164	122	131	179	290	257	160	235	186	206	268	304	279
HAH_RS16095	NC_015943.1	195765	196799	-	1035	2330	29420	3301	1022	1099	892	1582	2562	17587	10303	11247	3000	10973	2791	21878	10469	3164
HAH_RS16105	NC_015943.1	198069	198272	-	204	160	197	132	125	143	101	121	218	212	133	126	119	141	155	171	179	191
HAH_RS16110	NC_015943.1	198681	199604	-	924	255	273	295	257	273	203	231	380	434	319	290	290	305	315	367	370	338
HAH_RS16115	NC_015943.1	199647	200069	+	423	36	44	28	25	23	18	24	52	23	24	20	31	20	24	26	21	42
HAH_RS16120	NC_015943.1	200071	200382	+	312	17	13	10	10	13	12	11	25	14	19	10	6	8	10	19	17	13
HAH_RS16125	NC_015943.1	200507	201277	-	771	28	26	21	12	20	14	12	59	25	31	21	16	28	21	42	35	16
HAH_RS16130	NC_015943.1	202268	203008	+	741	5052	5383	4396	2957	2871	2781	2820	8663	6028	4569	2813	3248	4577	5518	4293	5487	5489
HAH_RS16135	NC_015943.1	203051	204844	+	1794	4707	6150	3773	3288	3021	2914	2871	8835	6406	5491	3372	3339	5766	6760	5497	6812	5294
HAH_RS16140	NC_015943.1	204844	205323	+	480	675	936	568	468	426	389	424	1366	1221	898	591	552	972	1047	913	1053	862
HAH_RS16145	NC_015943.1	205340	206281	+	942	1486	1871	1219	961	890	841	793	2608	2271	1942	1182	1210	2142	1970	1887	2124	1706
HAH_RS16150	NC_015943.1	206520	208664	+	2145	1282	1464	1032	708	669	563	539	1647	2339	1946	1089	1181	2064	1858	1960	2052	1460
HAH_RS16155	NC_015943.1	208916	209740	-	825	14	25	24	12	22	19	11	36	22	31	22	18	21	24	29	32	11
HAH_RS20185	NC_015943.1	209798	209944	-	147	9	8	4	10	13	6	8	9	3	7	5	5	4	4	7	6	12
HAH_RS19740	NC_015943.1	210034	210234	-	201	33	31	32	22	28	12	25	46	39	35	25	13	30	29	34	41	40
HAH_RS16165	NC_015943.1	210284	210664	-	381	367	400	233	334	337	266	308	494	409	346	255	238	338	358	366	343	413
HAH_RS16170	NC_015943.1	210661	211530	-	870	1184	1279	923	938	940	877	925	1838	1555	1211	931	887	1191	1193	1285	1200	1253
HAH_RS16180	NC_015943.1	212380	214617	-	2238	1324	1513	1148	1213	1192	1280	1413	2642	2130	1824	1198	1376	1800	2093	2207	2255	1500
HAH_RS16185	NC_015943.1	214614	215045	-	432	327	374	275	386	364	257	363	558	515	442	237	318	405	441	447	513	484
HAH_RS16195	NC_015943.1	215883	217415	-	1533	312	366	235	164	111	127	171	792	377	290	204	232	286	282	388	337	394
HAH_RS16200	NC_015943.1	217579	218088	+	510	244	298	221	106	141	109	114	244	287	270	228	196	206	264	251	253	281
HAH_RS16205	NC_015943.1	218692	219399	+	708	31	24	20	9	8	14	9	25	25	27	32	21	35	18	45	34	35
HAH_RS16210	NC_015943.1	219463	220014	-	552	375	397	273	254	291	190	243	435	482	442	295	314	409	385	450	494	441
HAH_RS16215	NC_015943.1	220187	221866	-	1680	1077	1589	729	473	527	510	499	1362	1536	1600	1191	926	1344	1473	1547	1633	1165
HAH_RS16225	NC_015943.1	223120	224574	+	1455	441	411	395	582	517	472	592	706	599	616	361	377	523	517	647	557	422
HAH_RS16230	NC_015943.1	224577	225230	+	654	473	486	374	391	379	325	441	574	613	571	364	412	602	563	560	573	534
HAH_RS16235	NC_015943.1	225401	226132	+	732	974	1276	713	529	612	426	573	939	1452	1211	955	751	943	1210	1067	1338	1079
HAH_RS16245	NC_015943.1	227748	228920	-	1173	209	301	159	129	171	118	115	399	480	439	320	280	471	375	503	385	252
HAH_RS16255	NC_015943.1	229398	231071	+	1674	57	46	21	27	28	15	31	32	59	49	38	38	54	52	55	47	48
HAH_RS16260	NC_015943.1	231426	232448	+	1023	85	89	52	61	70	63	73	202	103	110	69	64	76	122	120	117	106
HAH_RS19330	NC_015943.1	232594	232815	-	222	151	126	154	122	156	116	124	106	320	315	335	145	254	198	358	244	140
HAH_RS16265	NC_015943.1	232962	234131	+	1170	51	59	50	59	76	83	74	76	123	82	44	60	62	86	77	88	81
HAH_RS16270	NC_015943.1	234267	234812	-	546	1139	1681	1033	621	638	488	662	1140	1634	1331	1124	936	1174	1083	1517	1193	1381
HAH_RS20085	NC_015943.1	234814	235968	-	1155	194	207	186	195	209	153	170	205	339	282	297	258	324	276	321	295	266
HAH_RS16280	NC_015943.1	236243	236506	-	264	510	562	329	304	275	228	337	517	657	565	381	461	513	457	545	503	545
HAH_RS16285	NC_015943.1	236603	236914	-	312	173	236	129	164	137	117	160	180	312	210	151	163	206	173	234	250	187
HAH_RS20190	NC_015943.1	236917	237246	-	330	184	219	135	120	127	109	120	235	250	183	156	115	193	159	229	172	220
HAH_RS20195	NC_015943.1	237499	238128	-	630	163	170	85	27	33	26	23	162	248	216	208	189	209	194	237	246	132
HAH_RS16300	NC_015943.1	238187	239302	-	1116	1335	1677	1104	751	784	770	895	1817	2146	1893	1328	1254	1746	1952	1851	1947	1453
HAH_RS20090	NC_015943.1	239305	240915	-	1611	865	907	765	419	381	306	413	1070	1163	791	575	626	801	824	742	866	995
HAH_RS19340	NC_015943.1	241284	242305	-	1022	340	345	207	223	233	217	248	609	453	458	406	276	425	389	564	444	391
HAH_RS16330	NC_015943.1	244355	245098	-	744	1652	2313	1241	965	854	763	1003	2165	3130	2361	1623	1657	2337	2425	2304	2469	2229
HAH_RS16335	NC_015943.1	245095	250200	-	5106	1402	1838	1112	779	742	627	765	3049	2272	1753	1387	1210	1786	1961	1900	2225	1615
HAH_RS16340	NC_015943.1	250346	251182	+	837	394	354	439	203	236	174	189	630	537	498	430	336	549	485	597	631	343
HAH_RS16345	NC_015943.1	251275	252297	-	1023	126	218	123	119	104	106	109	218	200	222	152	100	207	175	159	193	146
HAH_RS16350	NC_015943.1	252652	254325	-	1674	57	46	20	20	23	27	18	37	61	48	28	29	55	40	38	59	46
HAH_RS16360	NC_015943.1	254803	255975	+	1173	256	349	173	144	135	160	152	466	543	461	333	292	475	391	557	463	333
HAH_RS16365	NC_015943.1	256081	256761	-	681	169	152	115	60	72	37	51	118	158	153	109	99	107	108	124	132	156
HAH_RS16370	NC_015943.1	256935	257198	-	264	6	5	5	3	1	3	5	8	10	9	6	7	6	9	17	9	9
HAH_RS16375	NC_015943.1	257528	258607	+	1080	1012	1044	864	1062	1018	999	1283	3298	1109	1170	781	806	1042	1392	1225	1347	1082
HAH_RS16380	NC_015943.1	258694	259548	-	855	3133	3858	2330	1418	1496	1182	1340	4741	6191	4743	3333	3295	4460	4278	4295	3945	3513
HAH_RS16385	NC_015943.1	259736	260023	+	288	575	658	429	871	860	863	1120	1889	641	448	347	295	264	609	669	721	640
HAH_RS16390	NC_015943.1	260139	260966	-	828	210	256	129	100	88	84	104	251	141	145	98	86	117	181	139	233	229
HAH_RS16395	NC_015943.1	261029	261481	-	453	247	329	167	106	91	80	120	301	257	187	169	113	190	254	215	267	277
HAH_RS16400	NC_015943.1	261570	262367	-	798	96	190	110	75	71	60	91	170	107	98	70	89	99	124	124	129	169
HAH_RS16405	NC_015943.1	263349	263879	-	531	90	100	51	52	46	53	53	183	142	132	87	96	137	137	155	132	113
HAH_RS16410	NC_015943.1	264213	264620	-	408	46	47	17	30	25	16	21	13	25	16	10	11	11	36	22	33	35
HAH_RS16415	NC_015943.1	265093	265485	+	393	572	718	389	366	441	517	493	1260	680	651	537	561	705	844	831	982	708
HAH_RS16420	NC_015943.1	265534	266265	-	732	467	358	330	367	390	388	414	659	567	566	334	358	509	495	514	636	389
HAH_RS16425	NC_015943.1	266388	267146	-	759	790	773	660	671	761	677	807	1220	1063	1021	684	783	945	1033	1039	1139	881
HAH_RS16430	NC_015943.1	268015	269010	+	996	239	303	190	140	154	139	155	465	251	206	155	158	221	265	299	280	246
HAH_RS16435	NC_015943.1	269097	269273	-	177	126	149	74	35	33	45	34	258	163	165	163	123	133	148	179	187	163
HAH_RS16440	NC_015943.1	269270	270481	-	1212	1611	2077	1255	744	718	708	801	2550	2081	2007	1569	1217	1715	2032	2089	1944	1826
HAH_RS16445	NC_015943.1	270729	271598	+	870	1764	2478	1256	925	911	870	1092	2376	2702	1912	1302	1520	1983	2205	1869	2227	2203
HAH_RS16450	NC_015943.1	271599	272000	+	402	969	1374	645	453	476	387	528	1327	1440	1150	738	872	1133	1188	1102	1315	1236
HAH_RS16455	NC_015943.1	272090	272725	-	636	115	134	103	250	262	237	306	87	171	143	122	98	117	146	180	139	121
HAH_RS16465	NC_015943.1	274014	275948	-	1935	164	5350	402	100	86	87	113	76	1772	834	1798	208	731	317	2972	1266	304
HAH_RS16470	NC_015943.1	276007	277860	-	1854	533	16247	1213	296	333	323	544	289	5601	2579	6539	646	2375	830	9844	3790	883
HAH_RS16475	NC_015943.1	278157	279506	+	1350	400	6646	573	181	238	208	318	151	2401	1156	1947	404	1022	569	3396	1653	483
HAH_RS16480	NC_015943.1	279644	281035	+	1392	83	2551	173	26	33	36	42	32	475	177	731	64	146	111	869	393	103
HAH_RS16485	NC_015943.1	281038	282861	+	1824	225	2796	260	65	75	44	59	73	686	324	853	156	267	214	1022	563	241
HAH_RS16490	NC_015943.1	282900	284102	+	1203	655	42792	2583	381	372	356	758	414	14341	6158	13569	983	5777	1120	20276	7048	1507
HAH_RS16495	NC_015943.1	284187	285092	-	906	524	7195	813	210	224	205	304	254	2992	1851	2296	531	1730	646	3886	2052	643
HAH_RS16500	NC_015943.1	286167	287015	-	849	270	367	201	123	158	147	162	223	329	303	255	219	262	288	309	309	309
HAH_RS20200	NC_015943.1	287503	288318	+	816	669	1009	421	304	381	337	332	418	784	733	625	475	625	785	835	939	753
HAH_RS16510	NC_015943.1	288389	289078	-	690	3040	4838	2129	1723	1825	1538	2042	1999	3376	2303	1820	1781	2065	2716	2785	2842	3464
HAH_RS16515	NC_015943.1	289172	289645	+	474	749	1034	606	632	639	576	661	374	893	780	626	511	737	773	958	903	879
HAH_RS16520	NC_015943.1	289735	290763	-	1029	37242	54878	22548	20758	25947	24427	27785	19847	42616	31761	20484	22690	30559	39524	29475	40357	42407
HAH_RS16525	NC_015943.1	290928	291884	-	957	3037	4318	2224	2296	2416	2253	2784	1575	3187	2310	1888	1675	2150	2475	2685	2900	3319
HAH_RS16530	NC_015943.1	291983	292333	-	351	931	1651	394	165	241	152	185	405	999	696	532	394	523	1333	560	1345	1024
HAH_RS16535	NC_015943.1	292890	293279	-	390	804	646	535	439	441	355	492	545	828	789	496	604	731	667	754	799	752
HAH_RS16540	NC_015943.1	293353	293934	-	582	951	1269	728	590	634	604	821	637	933	811	582	595	735	874	921	942	1003
HAH_RS19640	NC_015943.1	293941	294231	-	291	430	473	296	248	329	261	337	263	425	305	188	210	255	276	302	348	373
HAH_RS16550	NC_015943.1	294587	295471	+	885	8981	14099	6856	7021	7534	6699	7488	3688	9585	8786	7566	4794	7505	8165	8179	8137	9517
HAH_RS16555	NC_015943.1	295600	296214	+	615	1847	2712	1366	1056	1126	891	1032	1355	2216	1710	1451	1184	1613	1677	1706	1871	2065
HAH_RS16570	NC_015943.1	298404	299837	-	1434	4438	4412	3626	1470	1826	1524	1366	279	2413	2770	1914	1067	1639	1418	2517	1417	3957
HAH_RS16575	NC_015943.1	299837	301369	-	1533	5844	6204	4605	2080	2485	1990	1891	485	2822	3430	2556	1157	2009	1711	3080	1681	5246
HAH_RS16580	NC_015943.1	301371	302387	-	1017	3984	3986	3126	1872	2112	1749	1621	406	1771	2042	1638	783	1282	1184	1999	1172	3530
HAH_RS16585	NC_015943.1	302384	303532	-	1149	3979	4235	3646	2029	2566	2062	2020	419	1696	2255	1830	734	1189	1147	2327	1124	3615
HAH_RS16590	NC_015943.1	304196	304900	-	705	857	622	626	247	266	261	202	23	107	87	48	49	40	33	69	43	793
HAH_RS16595	NC_015943.1	304897	305724	-	828	1021	742	708	286	337	381	252	20	87	113	41	61	48	36	50	35	861
HAH_RS16600	NC_015943.1	305717	307024	-	1308	1610	1090	1144	477	678	648	435	47	123	145	68	72	46	44	105	61	1380
HAH_RS16605	NC_015943.1	307021	308118	-	1098	1619	1119	1298	555	761	844	618	47	178	178	88	141	71	74	105	88	1605
HAH_RS16610	NC_015943.1	308451	309569	-	1119	18416	10427	12131	3874	5904	5111	3971	432	1294	1470	588	957	570	490	670	538	16272
HAH_RS16615	NC_015943.1	309756	310961	-	1206	4092	3339	3625	930	1150	941	1022	319	378	507	232	270	203	191	337	248	3379
HAH_RS16620	NC_015943.1	312151	313854	+	1704	8772	8613	6745	3350	4478	4302	3968	389	2005	2431	1364	1091	1206	853	1466	1087	6928
HAH_RS16625	NC_015943.1	313916	314878	+	963	8638	8585	6486	3351	4723	4456	3925	947	2716	3181	1735	1521	1678	1170	2012	1492	7469
HAH_RS16630	NC_015943.1	314993	316261	+	1269	8281	7627	6020	4550	5744	5309	5481	1061	2507	2668	1745	1652	1715	1337	2196	1610	7377
HAH_RS16635	NC_015943.1	316348	317352	+	1005	9352	7734	7896	4685	5635	5014	4793	739	2490	2809	1692	1610	1500	1193	2001	1454	8281
HAH_RS16640	NC_015943.1	317518	317901	+	384	1574	1452	1258	737	999	813	758	344	629	677	456	298	377	301	530	387	1269
HAH_RS16645	NC_015943.1	317973	319973	+	2001	4157	3450	3340	1751	2472	1950	1580	297	1176	1427	905	674	679	539	898	675	3156
HAH_RS16650	NC_015943.1	320087	320758	-	672	3423	2896	2881	2437	2722	2610	2569	632	1266	1307	847	747	855	712	1072	852	3310
HAH_RS16655	NC_015943.1	320893	322254	-	1362	7123	7592	5075	3909	4945	4366	4402	1246	1887	2004	1299	1321	1407	1272	1885	1412	6138
HAH_RS16660	NC_015943.1	322359	323078	+	720	3091	3530	2605	1766	2180	1984	1883	582	754	922	559	474	554	419	837	536	2711
HAH_RS16665	NC_015943.1	323080	323664	+	585	3181	3603	2619	1608	1990	1804	1766	509	756	999	573	474	575	420	820	508	2759
HAH_RS16670	NC_015943.1	323954	325012	-	1059	1118	873	1022	2696	2274	2458	1989	655	636	573	440	382	585	491	524	486	1241
HAH_RS16675	NC_015943.1	325468	326214	-	747	470	460	507	760	731	741	787	618	476	394	231	237	310	361	335	434	557
HAH_RS16680	NC_015943.1	326267	327415	-	1149	180	90	185	182	243	223	132	102	66	68	24	54	43	62	33	56	190
HAH_RS16685	NC_015943.1	327653	328660	-	1008	648	351	802	2278	1984	2108	1325	112	377	386	262	202	352	308	354	398	775
HAH_RS16690	NC_015943.1	328906	330273	+	1368	953	472	1173	4150	3683	3593	2628	232	180	195	145	106	154	141	225	180	1335
HAH_RS16695	NC_015943.1	330486	331466	+	981	145	63	169	438	372	440	260	34	21	35	10	16	14	15	18	27	177
HAH_RS16700	NC_015943.1	331468	332385	+	918	115	45	139	463	376	407	241	39	23	18	18	10	24	19	16	15	175
HAH_RS16705	NC_015943.1	332485	334032	+	1548	753	606	849	1848	1594	1774	1550	943	647	685	504	421	659	568	648	680	877
HAH_RS16710	NC_015943.1	334072	334776	-	705	180	83	169	350	301	336	217	161	53	87	39	50	69	73	74	82	234
HAH_RS16715	NC_015943.1	334821	336038	-	1218	566	449	612	1051	941	1049	677	318	307	360	226	209	302	271	353	329	694
HAH_RS16720	NC_015943.1	336170	337300	+	1131	818	407	828	3077	2842	3065	2054	427	171	267	191	152	225	231	322	269	1043
HAH_RS16725	NC_015943.1	338386	339138	+	753	645	501	415	443	405	433	467	1154	596	675	479	485	592	575	686	620	629
HAH_RS16730	NC_015943.1	339413	340135	-	723	764	360	601	258	328	348	233	41	49	46	25	30	11	11	37	7	693
HAH_RS16735	NC_015943.1	340132	340896	-	765	575	283	504	248	292	265	224	38	36	37	29	28	12	18	23	17	531
HAH_RS16740	NC_015943.1	340889	342913	-	2025	1231	449	1015	570	643	656	528	73	33	38	16	30	16	17	27	22	1065
HAH_RS16745	NC_015943.1	342922	344169	-	1248	616	259	628	364	420	376	349	59	32	15	10	27	20	11	23	20	659
HAH_RS16750	NC_015943.1	344300	347149	-	2850	671	395	420	142	221	145	164	115	71	84	46	54	60	50	61	47	594
HAH_RS16755	NC_015943.1	347342	347812	+	471	362	228	332	213	315	275	283	69	91	118	63	59	58	37	74	54	293
HAH_RS16760	NC_015943.1	347873	348199	-	327	2719	1626	2680	1710	1888	1768	2042	359	619	537	338	401	382	318	424	371	2469
HAH_RS16765	NC_015943.1	348312	349082	+	771	508	432	528	494	521	485	486	290	147	204	207	107	144	196	253	165	525
HAH_RS16770	NC_015943.1	349188	350000	-	813	4279	3209	3681	1907	2207	2058	2186	786	872	983	851	582	663	499	892	630	3744
HAH_RS16775	NC_015943.1	349997	350881	-	885	3901	3055	3513	1959	2450	2271	2503	778	943	931	821	512	659	577	899	613	3334
HAH_RS16780	NC_015943.1	350981	352123	+	1143	2967	2121	2910	2782	3398	3411	3181	569	782	1008	846	530	654	642	904	663	2521
HAH_RS16785	NC_015943.1	352133	353569	-	1437	3582	2985	3017	2610	2835	2847	2790	1187	1272	1302	1009	793	1134	861	1133	983	3192
HAH_RS16790	NC_015943.1	353566	354738	-	1173	2795	2488	2367	2141	2213	2302	2165	950	1087	1064	819	585	893	754	1005	796	2427
HAH_RS16795	NC_015943.1	354870	356159	+	1290	15298	8145	9867	7421	9877	9005	7914	2098	1553	1664	868	1104	1047	883	1043	894	13819
HAH_RS16800	NC_015943.1	356163	356558	-	396	3135	1722	2407	1586	2148	1887	1870	586	568	693	288	440	488	336	387	337	2965
HAH_RS16805	NC_015943.1	356657	357115	+	459	8891	7168	6190	3337	4622	4103	4253	1581	3148	3321	2552	1998	2377	1913	3007	2273	7773
HAH_RS16810	NC_015943.1	357263	358714	+	1452	19252	9121	13432	10351	12827	12418	10880	2185	3323	3325	2320	1954	2158	1776	2559	1788	17081
HAH_RS20060	NC_015943.1	358815	358982	-	168	636	470	657	286	348	214	280	49	92	91	59	47	44	48	80	67	527
HAH_RS16815	NC_015943.1	358979	359413	-	435	1957	1633	1785	1043	1282	1040	960	165	268	302	224	198	178	199	266	259	1788
HAH_RS16820	NC_015943.1	359406	360239	-	834	5580	4643	4941	3212	3857	3545	3142	359	728	721	485	425	460	511	624	660	5248
HAH_RS16825	NC_015943.1	360239	360766	-	528	3303	2833	3396	2180	2590	2233	1994	207	512	455	261	260	242	325	376	420	3187
HAH_RS16830	NC_015943.1	360772	361713	-	942	9664	7452	9579	6374	8197	7400	5937	504	1603	1288	790	814	843	1015	1058	1154	8918
HAH_RS16835	NC_015943.1	361820	362476	+	657	350	259	330	117	156	139	137	146	269	219	183	170	218	148	184	163	386
HAH_RS16840	NC_015943.1	362502	363263	+	762	1022	792	796	538	565	606	569	398	489	497	452	337	412	365	553	406	947
HAH_RS16845	NC_015943.1	363260	364135	-	876	3559	2748	3304	4245	4925	5173	4930	1141	1279	1379	891	887	1018	935	1163	1010	3242
HAH_RS16850	NC_015943.1	364353	365186	+	834	2104	1823	1937	1167	1280	1136	1276	691	811	868	631	486	703	647	821	695	1810
HAH_RS16855	NC_015943.1	365229	365951	+	723	862	576	778	682	755	702	777	278	409	475	318	286	354	308	387	347	735
HAH_RS16860	NC_015943.1	365993	366457	-	465	2101	3701	1617	400	511	558	453	1170	694	770	858	421	415	948	847	922	2239
HAH_RS16865	NC_015943.1	366461	368179	-	1719	7289	11165	5570	1450	1773	1908	1601	4145	2095	2411	2616	1242	1316	3059	2831	3097	7294
HAH_RS16870	NC_015943.1	368182	369960	-	1779	6877	9557	4994	1492	1872	2066	1592	3762	1728	1885	2225	1106	1007	2459	2467	2554	6763
HAH_RS16875	NC_015943.1	369960	371126	-	1167	3811	4795	2938	796	847	1040	859	2552	1017	920	1098	611	499	1375	1548	1504	3885
HAH_RS16880	NC_015943.1	371172	372854	-	1683	9113	12411	7516	1948	2755	3007	2274	4986	2126	2246	2467	1285	1238	3210	3258	3326	8986
HAH_RS16885	NC_015943.1	373025	374428	-	1404	633	814	655	338	377	398	360	742	525	517	463	343	470	585	543	576	700
HAH_RS16890	NC_015943.1	374425	375930	-	1506	730	897	583	357	389	419	400	771	578	540	454	332	470	591	641	635	688
HAH_RS16895	NC_015943.1	375934	376428	-	495	380	414	285	193	201	195	225	296	281	272	267	163	234	248	308	257	354
HAH_RS16900	NC_015943.1	376877	378283	+	1407	2133	2736	1608	1816	1872	2021	2080	2175	2449	2425	1697	1782	2285	2288	2753	2693	2636
HAH_RS16905	NC_015943.1	378503	379741	+	1239	728	865	687	172	175	178	163	1094	354	325	313	243	278	421	365	408	624
HAH_RS16910	NC_015943.1	379890	382298	-	2409	2236	2692	7727	2463	2330	2219	2363	2317	1939	2082	1521	1347	1972	1655	1955	1757	2228
HAH_RS16915	NC_015943.1	382359	383108	-	750	235	265	207	230	179	177	188	230	262	242	182	141	205	179	280	190	214
HAH_RS16920	NC_015943.1	383352	384539	-	1188	829	891	650	928	858	800	924	1095	909	640	411	535	631	821	830	819	989
HAH_RS16925	NC_015943.1	385698	386165	-	468	338	524	224	241	206	181	221	225	117	149	196	86	117	178	197	203	274
HAH_RS16930	NC_015943.1	386162	387331	-	1170	911	1143	764	1051	967	752	854	533	355	406	493	250	414	399	430	498	958
HAH_RS16935	NC_015943.1	387522	388640	-	1119	335	242	327	588	552	357	548	383	261	252	178	160	213	231	228	323	379
HAH_RS16940	NC_015943.1	388915	390276	+	1362	2862	2350	1556	5571	5786	6406	11509	3278	2754	2595	2229	1953	2001	1730	2172	2044	3014
HAH_RS16945	NC_015943.1	390276	391160	+	885	185	153	166	1427	1300	1526	2783	188	167	180	80	91	155	130	90	127	190
HAH_RS16950	NC_015943.1	391162	392064	+	903	117	98	108	700	687	744	1513	109	94	96	55	67	111	103	75	82	120
HAH_RS16955	NC_015943.1	392075	393214	+	1140	394	350	276	1137	1056	1143	2157	422	407	343	246	237	313	285	289	275	403
HAH_RS16960	NC_015943.1	393588	394532	+	945	995	1830	688	208	260	147	120	2661	619	458	337	450	361	616	412	516	1289
HAH_RS16965	NC_015943.1	394582	395373	-	792	182	250	180	94	119	77	98	378	288	220	178	165	189	188	255	206	192
HAH_RS16970	NC_015943.1	395496	396788	-	1293	184	212	247	105	130	84	87	311	319	203	177	188	198	204	240	251	206
HAH_RS16975	NC_015943.1	397112	398275	+	1164	3252	4607	3357	2281	2374	1972	1427	9354	2249	1606	1124	1350	1457	2162	1697	1658	4394
HAH_RS16980	NC_015943.1	398291	399106	+	816	2379	3173	2216	1267	1366	1064	935	5631	1633	1285	850	1000	1180	1535	1368	1371	2859
HAH_RS16985	NC_015943.1	399112	399927	+	816	2124	2911	1788	1102	1090	834	709	5718	1478	1178	777	919	1073	1466	1233	1237	2670
HAH_RS16990	NC_015943.1	399927	400721	+	795	2203	2893	1754	1021	1004	776	646	5549	1492	1148	820	966	949	1338	1185	1137	2539
HAH_RS16995	NC_015943.1	401471	404386	-	2916	2882	3905	2412	2071	1972	2082	2358	3373	3002	2980	2402	1801	2929	2660	3144	2864	2971
HAH_RS17000	NC_015943.1	404469	408665	-	4197	4564	4840	3819	3521	3553	3448	3519	5988	5888	5854	3844	3925	5957	6047	6677	6420	4983
HAH_RS17005	NC_015943.1	408744	410936	-	2193	2642	3494	1942	1845	1734	1680	1790	3557	4252	3936	2859	2533	4236	3989	3726	4234	3056
HAH_RS17010	NC_015943.1	410939	411472	-	534	459	579	353	376	389	315	394	512	888	680	494	483	690	616	691	669	545
HAH_RS17015	NC_015943.1	411532	415899	-	4368	5020	6287	3962	3351	3436	3237	3700	6817	7731	7128	4952	4949	7234	6146	7662	6882	5931
HAH_RS17020	NC_015943.1	416105	416302	+	198	6	4	9	5	4	6	5	3	12	9	6	0	4	5	5	3	5
